Projekt-Nummer: 20250999
Projektname: Musterstraﬂe
Versuchs-Nummer: CPTU 1
Kundenname: -
Ort: Musterhausen
Datum: 29.03.2025
Konus-Nummer: xxxxxx.Sxxxxx
Gel‰ndekante: 0,00
Wasserspiegel: 0,00
Vorbohrwerte: 0,00
E Coordinate: 0,000
N Coordinate: 0,000

Tiefe     qc        fs        u2        I         Rf        qt        ic        Su_min    Su_max    soilfr    soilbq    soilavg   IFA       
          [MPa]     [MPa]     [MPa]     [∞]       [%]       [MPa]               [kPa]     [kPa]                                   [∞]       

7,81      2,39      0,038     0,429     2,4       1,65      2,472     2,43      UNDEF     UNDEF     5,0       5,0       5,0       33,730    
7,82      2,34      0,038     0,424     2,5       1,66      2,428     2,44      UNDEF     UNDEF     5,0       5,0       5,0       33,610    
7,83      2,31      0,038     0,420     2,5       1,66      2,396     2,44      UNDEF     UNDEF     5,0       5,0       5,0       33,510    
7,84      2,27      0,038     0,417     2,4       1,65      2,353     2,45      UNDEF     UNDEF     5,0       5,0       5,0       33,390    
7,85      2,20      0,037     0,411     2,4       1,64      2,282     2,47      UNDEF     UNDEF     5,0       5,0       5,0       33,180    
7,86      2,18      0,037     0,410     2,4       1,63      2,258     2,47      UNDEF     UNDEF     5,0       5,0       5,0       33,100    
7,87      2,14      0,035     0,407     2,5       1,58      2,223     2,47      UNDEF     UNDEF     5,0       5,0       5,0       32,990    
7,88      2,13      0,034     0,407     2,5       1,56      2,207     2,47      UNDEF     UNDEF     5,0       5,0       5,0       32,930    
7,89      2,12      0,034     0,407     2,5       1,56      2,200     2,47      UNDEF     UNDEF     5,0       5,0       5,0       32,900    
7,90      2,11      0,033     0,407     2,4       1,55      2,192     2,47      UNDEF     UNDEF     5,0       5,0       5,0       32,860    
7,91      2,11      0,032     0,406     2,5       1,49      2,188     2,46      UNDEF     UNDEF     5,0       5,0       5,0       32,840    
7,92      2,08      0,032     0,406     2,4       1,49      2,164     2,47      UNDEF     UNDEF     5,0       5,0       5,0       32,760    
7,93      2,08      0,032     0,406     2,5       1,49      2,156     2,47      UNDEF     UNDEF     5,0       5,0       5,0       32,730    
7,94      2,07      0,032     0,406     2,5       1,49      2,149     2,47      UNDEF     UNDEF     5,0       5,0       5,0       32,700    
7,95      2,10      0,032     0,406     2,4       1,47      2,176     2,47      UNDEF     UNDEF     5,0       5,0       5,0       32,770    
7,96      2,06      0,032     0,405     2,4       1,42      2,139     2,48      UNDEF     UNDEF     5,0       5,0       5,0       32,650    
7,97      2,05      0,032     0,405     2,5       1,32      2,136     2,48      UNDEF     UNDEF     5,0       5,0       5,0       32,630    
7,98      2,05      0,033     0,405     2,5       1,26      2,135     2,49      UNDEF     UNDEF     5,0       5,0       5,0       32,620    
7,99      2,06      0,037     0,406     2,5       1,36      2,138     2,52      76,160    95,200    4,0       5,0       5,0       32,620    
8,00      2,06      0,045     0,405     2,4       1,64      2,140     2,57      76,250    95,310    4,0       5,0       5,0       32,610    
8,01      2,10      0,083     0,405     2,4       2,95      2,178     2,73      77,750    97,190    4,0       5,0       5,0       32,720    
8,02      2,18      0,083     0,405     2,4       2,94      2,265     2,71      81,230    101,500   4,0       5,0       5,0       32,980    
8,03      2,40      0,083     0,405     2,4       2,95      2,478     2,65      89,740    112,200   4,0       5,0       5,0       33,570    
8,04      2,84      0,083     0,405     2,4       2,95      2,920     2,54      107,400   134,300   4,0       5,0       5,0       34,620    
8,05      3,74      0,083     0,405     2,3       2,96      3,822     2,37      UNDEF     UNDEF     5,0       6,0       6,0       36,300    
8,06      5,58      0,082     0,811     2,3       2,97      5,740     2,11      UNDEF     UNDEF     5,0       6,0       6,0       38,600    
8,07      5,31      0,081     0,670     2,2       2,95      5,440     2,14      UNDEF     UNDEF     5,0       6,0       6,0       38,310    
8,08      4,42      0,079     0,520     1,2       2,89      4,525     2,25      UNDEF     UNDEF     5,0       6,0       6,0       37,260    
8,09      3,31      0,075     0,430     2,1       2,74      3,393     2,42      UNDEF     UNDEF     5,0       5,0       5,0       35,520    
8,10      2,79      0,074     0,390     2,3       2,71      2,868     2,52      105,400   131,800   4,0       5,0       5,0       34,470    
8,11      2,28      0,072     0,390     2,2       2,66      2,356     2,64      84,910    106,100   4,0       5,0       5,0       33,180    
8,12      2,02      0,072     0,390     2,2       2,69      2,099     2,72      74,660    93,320    4,0       5,0       5,0       32,400    
8,13      1,89      0,069     0,390     2,2       2,61      1,971     2,75      69,530    86,910    4,0       5,0       5,0       31,960    
8,14      1,83      0,066     0,390     2,3       2,55      1,909     2,76      67,030    83,780    4,0       5,0       5,0       31,730    
8,15      1,82      0,065     0,390     2,3       2,63      1,899     2,76      66,630    83,290    4,0       5,0       5,0       31,690    
8,16      1,81      0,047     0,393     2,3       2,07      1,890     2,67      66,230    82,790    4,0       5,0       5,0       31,640    
8,17      1,81      0,029     0,395     2,3       1,39      1,891     2,55      66,220    82,780    4,0       4,0       4,0       UNDEF     
8,18      1,80      0,028     0,396     2,3       1,45      1,883     2,54      65,900    82,380    4,0       4,0       4,0       UNDEF     
8,19      1,79      0,027     0,395     2,3       1,48      1,867     2,54      65,280    81,600    4,0       4,0       4,0       UNDEF     
8,20      1,74      0,026     0,397     2,2       1,49      1,821     2,55      63,400    79,260    4,0       4,0       4,0       UNDEF     
8,21      1,66      0,025     0,395     2,2       1,47      1,739     2,57      60,130    75,170    4,0       4,0       4,0       UNDEF     
8,22      1,65      0,025     0,394     2,3       1,47      1,727     2,58      59,660    74,580    4,0       4,0       4,0       UNDEF     
8,23      1,62      0,025     0,394     2,3       1,47      1,700     2,58      58,560    73,210    4,0       4,0       4,0       UNDEF     
8,24      1,61      0,024     0,394     2,3       1,46      1,685     2,59      57,940    72,420    4,0       4,0       4,0       UNDEF     
8,25      1,58      0,024     0,394     2,3       1,46      1,662     2,59      57,010    71,270    4,0       4,0       4,0       UNDEF     
8,26      1,58      0,024     0,394     2,3       1,45      1,661     2,59      57,000    71,250    4,0       4,0       4,0       UNDEF     
8,27      1,58      0,024     0,394     2,3       1,46      1,662     2,59      56,990    71,240    4,0       4,0       4,0       UNDEF     
8,28      1,58      0,023     0,396     2,3       1,44      1,662     2,59      56,980    71,230    4,0       4,0       4,0       UNDEF     
8,29      1,58      0,023     0,397     2,3       1,44      1,662     2,59      56,970    71,220    4,0       4,0       4,0       UNDEF     
8,30      1,59      0,023     0,410     2,3       1,44      1,668     2,59      57,110    71,390    4,0       4,0       4,0       UNDEF     
8,31      1,64      0,023     0,409     2,3       1,44      1,719     2,57      59,120    73,900    4,0       4,0       4,0       UNDEF     
8,32      1,60      0,023     0,410     2,3       1,45      1,682     2,58      57,640    72,050    4,0       4,0       4,0       UNDEF     
8,33      1,60      0,023     0,411     2,3       1,44      1,682     2,58      57,640    72,050    4,0       4,0       4,0       UNDEF     
8,34      1,60      0,024     0,418     2,3       1,46      1,684     2,58      57,640    72,050    4,0       4,0       4,0       UNDEF     
8,35      1,61      0,024     0,421     2,3       1,48      1,690     2,59      57,850    72,310    4,0       4,0       4,0       UNDEF     
8,36      1,61      0,025     0,423     2,3       1,55      1,698     2,60      58,150    72,690    4,0       4,0       4,0       UNDEF     
8,37      1,61      0,028     0,425     2,4       1,73      1,695     2,63      57,980    72,480    4,0       4,0       4,0       UNDEF     
8,38      1,61      0,029     0,427     2,3       1,78      1,698     2,63      58,100    72,620    4,0       4,0       4,0       UNDEF     
8,39      1,62      0,031     0,428     2,4       1,89      1,701     2,65      58,200    72,760    4,0       4,0       4,0       UNDEF     
8,40      1,62      0,032     0,430     2,3       1,94      1,707     2,66      58,430    73,040    4,0       4,0       4,0       UNDEF     
8,41      1,63      0,032     0,437     2,3       1,93      1,720     2,65      58,880    73,610    4,0       4,0       4,0       UNDEF     
8,42      1,65      0,033     0,442     2,3       1,96      1,741     2,65      59,660    74,570    4,0       4,0       4,0       UNDEF     
8,43      1,68      0,034     0,447     2,4       1,99      1,773     2,65      60,890    76,110    4,0       4,0       4,0       UNDEF     
8,44      1,73      0,035     0,454     2,4       2,05      1,821     2,64      62,750    78,430    4,0       4,0       4,0       UNDEF     
8,45      1,75      0,036     0,459     2,3       2,06      1,841     2,63      63,510    79,390    4,0       4,0       4,0       UNDEF     
8,46      1,77      0,036     0,539     2,3       2,06      1,877     2,62      64,280    80,350    4,0       4,0       4,0       UNDEF     
8,47      1,79      0,036     0,566     2,4       2,05      1,901     2,61      65,050    81,320    4,0       4,0       4,0       UNDEF     
8,48      1,82      0,036     0,573     2,4       2,04      1,934     2,60      66,290    82,860    4,0       4,0       4,0       UNDEF     
8,49      1,83      0,036     0,582     2,4       2,03      1,951     2,60      66,900    83,630    4,0       4,0       4,0       UNDEF     
8,50      1,83      0,036     0,585     2,4       2,02      1,952     2,60      66,900    83,620    4,0       4,0       4,0       UNDEF     
8,51      1,83      0,036     0,586     2,4       2,02      1,948     2,60      66,730    83,410    4,0       4,0       4,0       UNDEF     
8,52      1,83      0,036     0,588     2,4       2,02      1,945     2,60      66,570    83,210    4,0       4,0       4,0       UNDEF     
8,53      1,82      0,036     0,595     2,4       2,02      1,934     2,61      66,090    82,620    4,0       4,0       4,0       UNDEF     
8,54      1,84      0,036     0,592     2,4       2,02      1,961     2,60      67,170    83,970    4,0       4,0       4,0       UNDEF     
8,55      1,81      0,036     0,592     2,4       2,02      1,930     2,61      65,930    82,410    4,0       4,0       4,0       UNDEF     
8,56      1,80      0,036     0,592     2,4       2,03      1,918     2,61      65,450    81,810    4,0       4,0       4,0       UNDEF     
8,57      1,79      0,036     0,593     2,4       2,03      1,907     2,62      64,980    81,220    4,0       4,0       4,0       UNDEF     
8,58      1,77      0,036     0,591     2,4       2,04      1,883     2,63      64,040    80,050    4,0       4,0       4,0       UNDEF     
8,59      1,74      0,036     0,590     2,4       2,04      1,862     2,63      63,180    78,970    4,0       4,0       4,0       UNDEF     
8,60      1,72      0,036     0,590     2,4       2,05      1,840     2,64      62,310    77,890    4,0       4,0       4,0       UNDEF     
8,61      1,73      0,035     0,590     2,4       2,01      1,848     2,63      62,620    78,270    4,0       4,0       4,0       UNDEF     
8,62      1,70      0,033     0,590     2,4       1,92      1,819     2,63      61,440    76,800    4,0       4,0       4,0       UNDEF     
8,63      1,69      0,032     0,590     2,4       1,88      1,804     2,63      60,860    76,070    4,0       4,0       4,0       UNDEF     
8,64      1,68      0,031     0,590     2,4       1,83      1,801     2,63      60,710    75,890    4,0       4,0       4,0       UNDEF     
8,65      1,68      0,031     0,590     2,4       1,82      1,799     2,62      60,640    75,800    4,0       4,0       4,0       UNDEF     
8,66      1,68      0,031     0,590     2,4       1,80      1,801     2,62      60,690    75,860    4,0       4,0       4,0       UNDEF     
8,67      1,68      0,030     0,593     2,4       1,79      1,803     2,62      60,740    75,920    4,0       4,0       4,0       UNDEF     
8,68      1,69      0,030     0,600     2,5       1,79      1,807     2,62      60,850    76,060    4,0       4,0       4,0       UNDEF     
8,69      1,69      0,030     0,603     2,5       1,78      1,812     2,61      61,000    76,250    4,0       4,0       4,0       UNDEF     
8,70      1,70      0,030     0,607     2,4       1,75      1,820     2,61      61,300    76,630    4,0       4,0       4,0       UNDEF     
8,71      1,70      0,029     0,609     2,4       1,74      1,825     2,60      61,450    76,810    4,0       4,0       4,0       UNDEF     
8,72      1,70      0,029     0,607     2,5       1,73      1,820     2,60      61,290    76,610    4,0       4,0       4,0       UNDEF     
8,73      1,69      0,029     0,608     2,4       1,73      1,813     2,61      60,970    76,210    4,0       4,0       4,0       UNDEF     
8,74      1,68      0,029     0,608     2,5       1,72      1,803     2,61      60,570    75,710    4,0       4,0       4,0       UNDEF     
8,75      1,68      0,029     0,608     2,5       1,71      1,798     2,61      60,370    75,460    4,0       4,0       4,0       UNDEF     
8,76      1,68      0,029     0,608     2,4       1,70      1,797     2,61      60,310    75,390    4,0       4,0       4,0       UNDEF     
8,77      1,68      0,029     0,608     2,5       1,70      1,797     2,62      60,310    75,390    4,0       4,0       4,0       UNDEF     
8,78      1,68      0,029     0,609     2,4       1,69      1,797     2,62      60,300    75,380    4,0       4,0       4,0       UNDEF     
8,79      1,68      0,029     0,611     2,4       1,69      1,798     2,62      60,300    75,370    4,0       4,0       4,0       UNDEF     
8,80      1,68      0,029     0,613     2,4       1,68      1,806     2,61      60,600    75,750    4,0       4,0       4,0       UNDEF     
8,81      1,69      0,029     0,631     2,5       1,68      1,817     2,61      60,900    76,130    4,0       4,0       4,0       UNDEF     
8,82      1,82      0,029     0,641     2,5       1,68      1,944     2,57      65,860    82,330    4,0       4,0       4,0       UNDEF     
8,83      1,80      0,029     0,648     2,5       1,68      1,929     2,57      65,240    81,540    4,0       4,0       4,0       UNDEF     
8,84      1,79      0,030     0,651     2,5       1,70      1,924     2,58      64,970    81,210    4,0       4,0       4,0       UNDEF     
8,85      1,79      0,030     0,658     2,6       1,71      1,922     2,58      64,840    81,050    4,0       4,0       4,0       UNDEF     
8,86      1,79      0,030     0,665     2,5       1,72      1,923     2,59      64,810    81,010    4,0       4,0       4,0       UNDEF     
8,87      1,79      0,030     0,678     2,5       1,72      1,925     2,59      64,780    80,970    4,0       4,0       4,0       UNDEF     
8,88      1,80      0,031     0,686     2,5       1,72      1,937     2,58      65,200    81,490    4,0       4,0       4,0       UNDEF     
8,89      1,79      0,032     0,680     2,5       1,77      1,924     2,60      64,720    80,900    4,0       4,0       4,0       UNDEF     
8,90      1,79      0,033     0,692     2,6       1,83      1,926     2,60      64,670    80,840    4,0       4,0       4,0       UNDEF     
8,91      1,79      0,035     0,701     2,6       1,95      1,927     2,62      64,650    80,810    4,0       4,0       4,0       UNDEF     
8,92      1,79      0,039     0,724     2,6       2,16      1,932     2,65      64,670    80,840    4,0       4,0       4,0       UNDEF     
8,93      1,79      0,039     0,749     2,5       2,20      1,938     2,65      64,690    80,870    4,0       4,0       4,0       UNDEF     
8,94      1,80      0,042     0,755     2,6       2,36      1,947     2,67      64,990    81,240    4,0       4,0       4,0       UNDEF     
8,95      1,79      0,044     0,755     2,6       2,42      1,938     2,68      64,640    80,800    4,0       4,0       4,0       UNDEF     
8,96      1,79      0,044     0,755     2,6       2,44      1,936     2,68      64,550    80,680    4,0       4,0       4,0       UNDEF     
8,97      1,79      0,044     0,756     2,7       2,45      1,937     2,68      64,550    80,680    4,0       4,0       4,0       UNDEF     
8,98      1,79      0,044     0,759     2,7       2,45      1,937     2,68      64,550    80,680    4,0       4,0       4,0       UNDEF     
8,99      1,79      0,044     0,765     2,6       2,45      1,939     2,68      64,560    80,690    4,0       4,0       4,0       UNDEF     
9,00      1,79      0,044     0,777     2,6       2,45      1,948     2,68      64,790    80,990    4,0       4,0       4,0       UNDEF     
9,01      1,80      0,044     0,792     2,6       2,44      1,958     2,68      65,100    81,370    4,0       4,0       4,0       UNDEF     
9,02      1,82      0,044     0,819     2,6       2,44      1,979     2,67      65,710    82,140    4,0       4,0       4,0       UNDEF     
9,03      1,86      0,044     0,829     2,7       2,44      2,024     2,65      67,410    84,270    4,0       4,0       4,0       UNDEF     
9,04      1,84      0,044     0,845     2,6       2,43      2,012     2,66      66,780    83,480    4,0       4,0       4,0       UNDEF     
9,05      1,85      0,044     0,854     2,7       2,43      2,021     2,66      67,090    83,860    4,0       3,0       4,0       UNDEF     
9,06      1,84      0,044     0,861     2,6       2,43      2,015     2,66      66,770    83,460    4,0       3,0       4,0       UNDEF     
9,07      1,84      0,044     0,867     2,6       2,42      2,015     2,66      66,720    83,400    4,0       3,0       4,0       UNDEF     
9,08      1,84      0,044     0,871     2,6       2,42      2,015     2,66      66,690    83,370    4,0       3,0       4,0       UNDEF     
9,09      1,84      0,044     0,869     2,6       2,40      2,014     2,66      66,670    83,330    4,0       3,0       4,0       UNDEF     
9,10      1,84      0,042     0,873     2,6       2,31      2,017     2,65      66,740    83,420    4,0       3,0       4,0       UNDEF     
9,11      1,84      0,041     0,871     2,7       2,27      2,013     2,64      66,570    83,210    4,0       3,0       4,0       UNDEF     
9,12      1,82      0,040     0,872     2,7       2,20      1,998     2,64      65,940    82,430    4,0       3,0       4,0       UNDEF     
9,13      1,82      0,038     0,873     2,7       2,08      1,998     2,63      65,940    82,420    4,0       3,0       4,0       UNDEF     
9,14      1,82      0,037     0,875     2,7       2,03      1,990     2,62      65,620    82,020    4,0       3,0       4,0       UNDEF     
9,15      1,85      0,036     0,884     2,6       2,00      2,023     2,61      66,850    83,570    4,0       3,0       4,0       UNDEF     
9,16      1,80      0,036     0,881     2,7       1,99      1,980     2,62      65,140    81,420    4,0       3,0       4,0       UNDEF     
9,17      1,78      0,036     0,883     2,6       2,00      1,961     2,63      64,350    80,440    4,0       3,0       4,0       UNDEF     
9,18      1,79      0,036     0,884     2,7       1,98      1,969     2,62      64,650    80,820    4,0       3,0       4,0       UNDEF     
9,19      1,77      0,035     0,885     2,6       1,97      1,946     2,63      63,710    79,640    4,0       3,0       4,0       UNDEF     
9,20      1,76      0,034     0,891     2,6       1,89      1,939     2,62      63,400    79,250    4,0       3,0       4,0       UNDEF     
9,21      1,75      0,033     0,892     2,6       1,84      1,932     2,62      63,080    78,850    4,0       3,0       4,0       UNDEF     
9,22      1,75      0,032     0,895     2,6       1,80      1,932     2,61      63,070    78,840    4,0       3,0       4,0       UNDEF     
9,23      1,75      0,031     0,896     2,6       1,78      1,930     2,61      62,950    78,680    4,0       3,0       4,0       UNDEF     
9,24      1,75      0,031     0,900     2,7       1,77      1,929     2,61      62,880    78,600    4,0       3,0       4,0       UNDEF     
9,25      1,75      0,031     0,900     2,7       1,78      1,929     2,61      62,860    78,570    4,0       3,0       4,0       UNDEF     
9,26      1,75      0,031     0,903     2,7       1,78      1,929     2,61      62,850    78,560    4,0       3,0       4,0       UNDEF     
9,27      1,75      0,031     0,906     2,6       1,78      1,930     2,61      62,840    78,550    4,0       3,0       4,0       UNDEF     
9,28      1,75      0,031     0,912     2,6       1,77      1,931     2,61      62,830    78,540    4,0       3,0       4,0       UNDEF     
9,29      1,75      0,031     0,918     2,7       1,76      1,933     2,61      62,860    78,570    4,0       3,0       4,0       UNDEF     
9,30      1,75      0,032     0,922     2,7       1,77      1,934     2,61      62,850    78,560    4,0       3,0       4,0       UNDEF     
9,31      1,75      0,032     0,920     2,7       1,78      1,934     2,62      62,850    78,560    4,0       3,0       4,0       UNDEF     
9,32      1,75      0,032     0,921     2,7       1,78      1,934     2,62      62,850    78,560    4,0       3,0       4,0       UNDEF     
9,33      1,75      0,033     0,922     2,7       1,77      1,934     2,62      62,850    78,560    4,0       3,0       4,0       UNDEF     
9,34      1,76      0,033     0,924     2,7       1,77      1,941     2,62      63,090    78,870    4,0       3,0       4,0       UNDEF     
9,35      1,77      0,033     0,936     2,7       1,76      1,956     2,61      63,590    79,480    4,0       3,0       4,0       UNDEF     
9,36      1,84      0,033     0,943     2,7       1,75      2,027     2,59      66,370    82,970    4,0       3,0       4,0       UNDEF     
9,37      1,91      0,033     1,037     2,7       1,75      2,116     2,57      69,160    86,450    4,0       3,0       4,0       UNDEF     
9,38      2,09      0,034     1,085     2,7       1,82      2,308     2,52      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
9,39      2,03      0,035     1,068     2,7       1,82      2,239     2,54      73,810    92,260    4,0       3,0       4,0       UNDEF     
9,40      1,98      0,035     1,058     2,6       1,81      2,188     2,56      71,860    89,820    4,0       3,0       4,0       UNDEF     
9,41      1,97      0,035     1,055     2,7       1,81      2,185     2,56      71,770    89,710    4,0       3,0       4,0       UNDEF     
9,42      1,97      0,035     1,054     2,7       1,80      2,183     2,56      71,670    89,590    4,0       3,0       4,0       UNDEF     
9,43      1,97      0,035     1,054     2,7       1,79      2,185     2,56      71,750    89,690    4,0       3,0       4,0       UNDEF     
9,44      1,97      0,035     1,054     2,7       1,79      2,183     2,56      71,640    89,550    4,0       3,0       4,0       UNDEF     
9,45      1,97      0,035     1,055     2,7       1,78      2,183     2,56      71,630    89,540    4,0       3,0       4,0       UNDEF     
9,46      1,97      0,035     1,056     2,7       1,78      2,183     2,56      71,620    89,530    4,0       3,0       4,0       UNDEF     
9,47      1,97      0,035     1,060     2,7       1,79      2,184     2,57      71,630    89,540    4,0       3,0       4,0       UNDEF     
9,48      1,97      0,035     1,077     2,7       1,80      2,188     2,56      71,640    89,550    4,0       3,0       4,0       UNDEF     
9,49      1,97      0,035     1,085     2,7       1,81      2,192     2,56      71,710    89,630    4,0       3,0       4,0       UNDEF     
9,50      1,98      0,035     1,090     2,7       1,82      2,200     2,56      72,010    90,010    4,0       3,0       4,0       UNDEF     
9,51      1,98      0,035     1,077     2,7       1,83      2,194     2,56      71,850    89,810    4,0       3,0       4,0       UNDEF     
9,52      1,95      0,035     1,062     2,7       1,84      2,160     2,57      70,600    88,250    4,0       3,0       4,0       UNDEF     
9,53      1,92      0,034     1,051     2,7       1,78      2,134     2,57      69,660    87,070    4,0       3,0       4,0       UNDEF     
9,54      1,89      0,032     1,033     2,7       1,68      2,092     2,57      68,090    85,120    4,0       3,0       4,0       UNDEF     
9,55      1,86      0,031     1,025     2,7       1,66      2,067     2,57      67,150    83,940    4,0       3,0       4,0       UNDEF     
9,56      1,84      0,031     1,014     2,8       1,65      2,042     2,58      66,210    82,770    4,0       3,0       4,0       UNDEF     
9,57      1,79      0,030     1,005     2,7       1,63      1,989     2,59      64,190    80,240    4,0       3,0       4,0       UNDEF     
9,58      1,77      0,030     1,003     2,7       1,62      1,973     2,60      63,560    79,450    4,0       3,0       4,0       UNDEF     
9,59      1,77      0,029     1,002     2,8       1,58      1,969     2,59      63,390    79,240    4,0       3,0       4,0       UNDEF     
9,60      1,77      0,029     1,002     2,7       1,58      1,967     2,59      63,310    79,140    4,0       3,0       4,0       UNDEF     
9,61      1,77      0,029     1,002     2,7       1,59      1,966     2,59      63,260    79,080    4,0       3,0       4,0       UNDEF     
9,62      1,77      0,029     1,002     2,7       1,60      1,966     2,59      63,240    79,050    4,0       3,0       4,0       UNDEF     
9,63      1,77      0,029     1,002     2,7       1,59      1,966     2,59      63,220    79,020    4,0       3,0       4,0       UNDEF     
9,64      1,77      0,029     1,002     2,7       1,58      1,965     2,60      63,210    79,010    4,0       3,0       4,0       UNDEF     
9,65      1,77      0,029     1,002     2,7       1,55      1,966     2,60      63,240    79,040    4,0       3,0       4,0       UNDEF     
9,66      1,77      0,029     1,002     2,7       1,50      1,967     2,60      63,270    79,080    4,0       3,0       4,0       UNDEF     
9,67      1,77      0,029     1,004     2,7       1,47      1,970     2,59      63,330    79,170    4,0       3,0       4,0       UNDEF     
9,68      1,77      0,028     1,007     2,7       1,44      1,974     2,59      63,480    79,350    4,0       3,0       4,0       UNDEF     
9,69      1,80      0,028     1,014     2,8       1,42      1,999     2,58      64,400    80,500    4,0       3,0       4,0       UNDEF     
9,70      1,83      0,028     1,024     2,8       1,38      2,032     2,57      65,640    82,050    4,0       3,0       4,0       UNDEF     
9,71      1,82      0,025     1,026     2,8       1,24      2,025     2,55      65,320    81,650    4,0       3,0       4,0       UNDEF     
9,72      1,99      0,024     1,116     2,8       1,16      2,209     2,48      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
9,73      2,15      0,024     1,206     2,8       1,16      2,392     2,42      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
9,74      2,49      0,024     1,393     2,8       1,15      2,770     2,33      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
9,75      3,12      0,024     1,125     2,4       1,15      3,345     2,21      UNDEF     UNDEF     5,0       4,0       5,0       33,940    
9,76      2,51      0,024     1,020     2,8       1,15      2,711     2,35      UNDEF     UNDEF     5,0       4,0       5,0       32,530    
9,77      2,19      0,024     1,010     2,8       1,15      2,396     2,43      UNDEF     UNDEF     5,0       4,0       5,0       31,640    
9,78      2,04      0,024     1,009     2,7       1,16      2,242     2,47      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
9,79      2,02      0,024     1,008     2,7       1,16      2,225     2,48      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
9,80      2,01      0,024     1,010     2,8       1,15      2,208     2,49      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
9,81      2,04      0,024     1,006     2,8       1,14      2,242     2,48      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
9,82      1,95      0,024     0,995     2,8       1,13      2,146     2,50      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
9,83      1,92      0,024     0,995     2,8       1,12      2,123     2,51      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
9,84      1,91      0,023     0,995     2,7       1,10      2,108     2,51      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
9,85      1,90      0,023     0,995     2,7       1,13      2,101     2,51      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
9,86      1,91      0,023     0,995     2,7       1,15      2,109     2,51      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
9,87      1,92      0,023     0,997     2,7       1,16      2,116     2,51      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
9,88      1,97      0,023     1,022     2,8       1,16      2,171     2,49      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
9,89      2,07      0,023     1,108     2,7       1,17      2,293     2,45      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
9,90      2,10      0,023     1,146     2,7       1,18      2,324     2,45      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
9,91      2,10      0,023     1,163     2,8       1,19      2,335     2,45      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
9,92      2,12      0,023     1,174     2,8       1,20      2,353     2,44      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
9,93      2,10      0,023     1,164     2,8       1,20      2,332     2,45      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
9,94      2,02      0,023     1,106     2,8       1,21      2,239     2,47      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
9,95      1,86      0,023     1,099     2,8       1,21      2,082     2,52      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
9,96      1,85      0,023     1,086     2,8       1,22      2,064     2,53      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
9,97      1,83      0,023     1,080     2,8       1,21      2,043     2,53      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
9,98      1,81      0,023     1,074     2,8       1,22      2,022     2,54      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
9,99      1,79      0,023     1,071     2,8       1,21      2,002     2,54      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,00     1,78      0,022     1,071     2,7       1,20      1,999     2,54      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,01     1,78      0,021     1,070     2,8       1,15      1,998     2,53      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,02     1,78      0,021     1,070     2,8       1,14      1,991     2,53      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,03     1,77      0,021     1,070     2,8       1,14      1,989     2,53      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,04     1,77      0,021     1,071     2,8       1,15      1,988     2,53      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,05     1,77      0,021     1,071     2,8       1,15      1,988     2,53      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,06     1,77      0,020     1,072     2,8       1,15      1,989     2,53      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,07     1,77      0,020     1,074     2,8       1,14      1,990     2,53      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,08     1,78      0,020     1,074     2,8       1,14      1,991     2,53      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
10,09     1,78      0,020     1,075     2,8       1,14      1,995     2,53      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
