Projekt-Nummer: 20250999
Projektname: Musterstraﬂe
Versuchs-Nummer: CPTU 1
Kundenname: -
Ort: Musterhausen
Datum: 29.03.2025
Konus-Nummer: xxxxxx.Sxxxxx
Gel‰ndekante: 0,00
Wasserspiegel: 0,00
Vorbohrwerte: 0,00
E Coordinate: 0,000
N Coordinate: 0,000

Tiefe     qc        fs        u2        I         Rf        qt        ic        Su_min    Su_max    soilfr    soilbq    soilavg   IFA       
          [MPa]     [MPa]     [MPa]     [∞]       [%]       [MPa]               [kPa]     [kPa]                                   [∞]       

14,78     1,87      0,029     1,161     3,8       1,42      2,098     2,76      63,130    78,910    4,0       3,0       4,0       UNDEF     
14,79     1,92      0,030     1,212     3,8       1,41      2,159     2,74      65,140    81,420    4,0       3,0       4,0       UNDEF     
14,80     2,04      0,030     1,283     3,8       1,39      2,293     2,70      69,950    87,430    4,0       3,0       4,0       UNDEF     
14,81     2,17      0,030     1,365     3,8       1,39      2,442     2,66      75,220    94,020    4,0       3,0       4,0       UNDEF     
14,82     2,34      0,030     1,465     3,8       1,41      2,629     2,61      81,890    102,400   4,0       3,0       4,0       UNDEF     
14,83     2,52      0,031     1,565     3,9       1,41      2,831     2,57      89,180    111,500   4,0       3,0       4,0       UNDEF     
14,84     2,63      0,031     1,569     3,8       1,40      2,949     2,54      UNDEF     UNDEF     5,0       3,0       0,0       UNDEF     
14,85     2,59      0,031     1,017     3,9       1,40      2,791     2,58      91,960    114,900   4,0       4,0       4,0       UNDEF     
14,86     2,46      0,031     0,956     3,9       1,39      2,655     2,61      86,980    108,700   4,0       3,0       4,0       UNDEF     
14,87     2,31      0,031     0,949     3,8       1,38      2,502     2,65      80,910    101,100   4,0       3,0       4,0       UNDEF     
14,88     2,24      0,031     0,946     3,9       1,38      2,428     2,67      77,960    97,450    4,0       3,0       4,0       UNDEF     
14,89     2,22      0,031     0,945     3,9       1,38      2,404     2,68      77,020    96,270    4,0       3,0       4,0       UNDEF     
14,90     2,19      0,031     0,945     3,9       1,39      2,381     2,69      76,080    95,100    4,0       3,0       4,0       UNDEF     
14,91     2,17      0,031     0,945     3,9       1,41      2,362     2,70      75,290    94,120    4,0       3,0       4,0       UNDEF     
14,92     2,17      0,033     0,945     3,9       1,49      2,358     2,71      75,130    93,910    4,0       3,0       4,0       UNDEF     
14,93     2,16      0,034     0,947     3,8       1,56      2,346     2,72      74,650    93,320    4,0       3,0       4,0       UNDEF     
14,94     2,14      0,035     0,939     3,9       1,61      2,325     2,73      73,870    92,340    4,0       3,0       4,0       UNDEF     
14,95     2,10      0,035     0,922     3,9       1,58      2,279     2,74      72,150    90,190    4,0       3,0       4,0       UNDEF     
14,96     2,05      0,036     0,918     3,9       1,62      2,232     2,77      70,280    87,850    4,0       3,0       4,0       UNDEF     
14,97     2,04      0,038     0,918     3,9       1,69      2,220     2,78      69,810    87,270    4,0       3,0       4,0       UNDEF     
14,98     2,03      0,040     0,918     3,9       1,74      2,218     2,80      69,690    87,110    4,0       3,0       4,0       UNDEF     
14,99     2,03      0,043     0,918     3,9       1,83      2,218     2,82      69,680    87,100    4,0       3,0       4,0       UNDEF     
15,00     2,03      0,050     0,918     3,9       2,05      2,218     2,85      69,670    87,090    4,0       3,0       4,0       UNDEF     
15,01     2,03      0,055     0,923     3,9       2,20      2,219     2,88      69,670    87,080    3,0       3,0       3,0       UNDEF     
15,02     2,05      0,055     0,968     3,9       2,15      2,246     2,87      70,390    87,990    3,0       3,0       3,0       UNDEF     
15,03     2,37      0,055     1,091     4,0       2,09      2,593     2,77      83,270    104,100   4,0       3,0       4,0       UNDEF     
15,04     2,65      0,055     1,187     3,9       2,03      2,892     2,70      94,450    118,100   4,0       3,0       4,0       UNDEF     
15,05     2,86      0,055     1,261     3,9       1,97      3,112     2,65      102,700   128,300   4,0       3,0       4,0       UNDEF     
15,06     3,27      0,056     1,367     4,0       1,91      3,545     2,56      119,100   148,900   4,0       4,0       4,0       UNDEF     
15,07     3,37      0,056     1,330     3,9       1,88      3,635     2,55      123,000   153,800   4,0       4,0       4,0       UNDEF     
15,08     3,40      0,057     1,224     3,9       1,84      3,645     2,55      124,200   155,300   4,0       4,0       4,0       UNDEF     
15,09     3,42      0,057     1,045     4,0       1,80      3,632     2,55      125,200   156,500   4,0       4,0       4,0       UNDEF     
15,10     3,46      0,057     1,026     3,9       1,76      3,667     2,55      126,700   158,400   4,0       4,0       4,0       UNDEF     
15,11     3,49      0,057     1,021     4,0       1,74      3,693     2,54      127,800   159,700   4,0       4,0       4,0       UNDEF     
15,12     3,51      0,057     1,020     4,0       1,71      3,716     2,54      128,700   160,900   4,0       4,0       4,0       UNDEF     
15,13     3,71      0,057     1,019     4,0       1,69      3,918     2,51      UNDEF     UNDEF     5,0       4,0       5,0       32,030    
15,14     3,71      0,057     1,020     3,9       1,68      3,918     2,51      UNDEF     UNDEF     5,0       4,0       5,0       32,030    
15,15     3,67      0,057     1,021     4,0       1,67      3,872     2,52      UNDEF     UNDEF     5,0       4,0       5,0       31,940    
15,16     3,60      0,057     1,023     3,9       1,67      3,802     2,53      132,100   165,100   4,0       4,0       4,0       UNDEF     
15,17     3,53      0,056     1,032     4,0       1,63      3,738     2,53      129,400   161,800   4,0       4,0       4,0       UNDEF     
15,18     3,50      0,055     1,032     4,0       1,63      3,711     2,54      128,400   160,400   4,0       4,0       4,0       UNDEF     
15,19     3,44      0,055     1,043     4,0       1,63      3,647     2,55      125,700   157,100   4,0       4,0       4,0       UNDEF     
15,20     3,31      0,055     1,029     3,9       1,64      3,520     2,57      120,700   150,900   4,0       4,0       4,0       UNDEF     
15,21     3,19      0,055     1,027     3,9       1,64      3,395     2,59      115,700   144,700   4,0       4,0       4,0       UNDEF     
15,22     3,17      0,055     1,027     4,0       1,64      3,374     2,60      114,900   143,600   4,0       4,0       4,0       UNDEF     
15,23     3,16      0,055     1,027     3,9       1,64      3,363     2,60      114,500   143,100   4,0       4,0       4,0       UNDEF     
15,24     3,16      0,057     1,027     4,0       1,68      3,361     2,61      114,400   143,000   4,0       4,0       4,0       UNDEF     
15,25     3,16      0,057     1,028     4,0       1,69      3,361     2,61      114,300   142,900   4,0       4,0       4,0       UNDEF     
15,26     3,16      0,058     1,035     3,9       1,69      3,364     2,61      114,400   143,000   4,0       4,0       4,0       UNDEF     
15,27     3,16      0,058     1,048     4,0       1,68      3,369     2,61      114,500   143,100   4,0       4,0       4,0       UNDEF     
15,28     3,20      0,058     1,066     4,0       1,66      3,415     2,61      116,200   145,200   4,0       4,0       4,0       UNDEF     
15,29     3,30      0,058     1,085     3,9       1,63      3,520     2,59      120,200   150,200   4,0       4,0       4,0       UNDEF     
15,30     3,42      0,058     1,106     4,0       1,61      3,644     2,56      125,000   156,200   4,0       4,0       4,0       UNDEF     
15,31     3,57      0,058     1,122     4,0       1,58      3,791     2,54      130,700   163,400   4,0       4,0       4,0       UNDEF     
15,32     3,69      0,058     1,136     3,9       1,55      3,922     2,52      UNDEF     UNDEF     5,0       4,0       5,0       31,910    
15,33     3,78      0,058     1,156     4,0       1,53      4,008     2,50      UNDEF     UNDEF     5,0       4,0       5,0       32,050    
15,34     4,00      0,058     1,273     3,9       1,50      4,252     2,46      UNDEF     UNDEF     5,0       4,0       5,0       32,420    
15,35     4,13      0,058     1,327     4,0       1,48      4,399     2,44      UNDEF     UNDEF     5,0       4,0       5,0       32,630    
15,36     4,25      0,058     1,370     3,9       1,47      4,524     2,43      UNDEF     UNDEF     5,0       4,0       5,0       32,810    
15,37     4,36      0,059     1,416     3,9       1,46      4,642     2,41      UNDEF     UNDEF     5,0       4,0       5,0       32,970    
15,38     4,43      0,059     1,439     3,9       1,47      4,720     2,40      UNDEF     UNDEF     5,0       4,0       5,0       33,070    
15,39     4,43      0,064     1,452     3,9       1,57      4,719     2,42      UNDEF     UNDEF     5,0       4,0       5,0       33,060    
15,40     4,41      0,065     1,460     3,9       1,61      4,705     2,43      UNDEF     UNDEF     5,0       4,0       5,0       33,030    
15,41     4,38      0,071     1,466     3,9       1,75      4,675     2,45      UNDEF     UNDEF     5,0       4,0       5,0       32,980    
15,42     4,35      0,074     1,468     3,9       1,84      4,648     2,47      UNDEF     UNDEF     5,0       4,0       5,0       32,940    
15,43     4,31      0,078     1,471     3,9       1,93      4,602     2,49      UNDEF     UNDEF     5,0       4,0       5,0       32,870    
15,44     4,23      0,078     1,481     3,9       1,94      4,527     2,50      UNDEF     UNDEF     5,0       4,0       5,0       32,740    
15,45     4,13      0,078     1,509     3,9       1,96      4,428     2,51      153,000   191,200   4,0       4,0       4,0       UNDEF     
15,46     3,73      0,078     1,580     3,9       1,98      4,046     2,57      137,100   171,400   4,0       4,0       4,0       UNDEF     
15,47     3,69      0,078     1,554     3,9       2,00      4,002     2,58      135,600   169,500   4,0       4,0       4,0       UNDEF     
15,48     3,60      0,078     1,423     3,9       2,02      3,882     2,60      131,800   164,800   4,0       4,0       4,0       UNDEF     
15,49     3,59      0,078     1,389     3,9       2,04      3,864     2,60      131,400   164,200   4,0       4,0       4,0       UNDEF     
15,50     3,56      0,077     1,362     3,9       2,03      3,827     2,61      130,100   162,600   4,0       4,0       4,0       UNDEF     
15,51     3,52      0,076     1,320     3,9       2,05      3,780     2,61      128,600   160,700   4,0       4,0       4,0       UNDEF     
15,52     3,51      0,076     1,313     3,9       2,07      3,777     2,61      128,500   160,600   4,0       4,0       4,0       UNDEF     
15,53     3,52      0,076     1,313     3,9       2,09      3,778     2,61      128,500   160,600   4,0       4,0       4,0       UNDEF     
15,54     3,52      0,076     1,314     3,9       2,10      3,780     2,61      128,600   160,700   4,0       4,0       4,0       UNDEF     
15,55     3,52      0,076     1,315     3,9       2,10      3,783     2,61      128,700   160,900   4,0       4,0       4,0       UNDEF     
15,56     3,53      0,076     1,317     4,0       2,10      3,790     2,61      129,000   161,200   4,0       4,0       4,0       UNDEF     
15,57     3,56      0,076     1,324     4,0       2,09      3,820     2,61      130,100   162,600   4,0       4,0       4,0       UNDEF     
15,58     3,59      0,076     1,340     3,9       2,07      3,858     2,60      131,500   164,300   4,0       4,0       4,0       UNDEF     
15,59     3,61      0,076     1,364     3,9       2,05      3,882     2,60      132,200   165,300   4,0       4,0       4,0       UNDEF     
15,60     3,65      0,076     1,389     4,0       2,02      3,926     2,59      133,800   167,200   4,0       4,0       4,0       UNDEF     
15,61     3,70      0,075     1,418     3,9       1,99      3,986     2,58      135,900   169,900   4,0       4,0       4,0       UNDEF     
15,62     3,77      0,075     1,447     4,0       1,97      4,058     2,57      138,600   173,200   4,0       4,0       4,0       UNDEF     
15,63     3,86      0,075     1,467     4,0       1,96      4,155     2,55      142,300   177,900   4,0       4,0       4,0       UNDEF     
15,64     3,93      0,075     1,477     4,0       1,95      4,223     2,54      144,900   181,100   4,0       4,0       4,0       UNDEF     
